,utid,participant,experiment,difficulty,scenario,actions,accuracy,judgement_accuracy
8676,3_56cb8858edf8da000b6df354_crime_congruent,56cb8858edf8da000b6df354,experiment_3,1,crime,CA,0.886039423540362,0.91695452014626
8700,3_56cb8858edf8da000b6df354_finance_incongruent,56cb8858edf8da000b6df354,experiment_3,2,finance,CA,1.0,0.9105572809000084
8724,3_571de12713b1b70012be47f6_crime_incongruent,571de12713b1b70012be47f6,experiment_3,2,crime,CA,0.8867722965855405,1.0
8748,3_571de12713b1b70012be47f6_finance_congruent,571de12713b1b70012be47f6,experiment_3,1,finance,CA,0.9246221638555591,1.0
8772,3_572f526c3c27e7000e0b8aaa_crime_congruent,572f526c3c27e7000e0b8aaa,experiment_3,1,crime,CA,1.0,1.0
8796,3_572f526c3c27e7000e0b8aaa_finance_incongruent,572f526c3c27e7000e0b8aaa,experiment_3,2,finance,CA,0.9163757989992909,0.6518446880886043
8820,3_5831960ab232860001b110dc_crime_incongruent,5831960ab232860001b110dc,experiment_3,2,crime,CA,0.91695452014626,0.5868030647293314
8844,3_5831960ab232860001b110dc_finance_congruent,5831960ab232860001b110dc,experiment_3,1,finance,CA,0.9105572809000084,0.9105572809000084
8868,3_594abd98215cbd000146debc_crime_incongruent,594abd98215cbd000146debc,experiment_3,2,crime,CA,1.0,0.615889360201312
8892,3_594abd98215cbd000146debc_finance_congruent,594abd98215cbd000146debc,experiment_3,1,finance,CA,0.913613157441864,0.8069531643736639
8916,3_5acc65f668b65b00018db322_crime_incongruent,5acc65f668b65b00018db322,experiment_3,2,crime,CA,0.889903623487364,0.850373599583855
8940,3_5acc65f668b65b00018db322_finance_congruent,5acc65f668b65b00018db322,experiment_3,1,finance,CA,0.889903623487364,0.9246221638555591
8964,3_5b339152afe1d00001c6c509_crime_incongruent,5b339152afe1d00001c6c509,experiment_3,2,crime,CA,1.0,0.9157848078933482
8988,3_5b339152afe1d00001c6c509_finance_congruent,5b339152afe1d00001c6c509,experiment_3,1,finance,CA,0.91695452014626,0.8778305556436947
9012,3_5b84a7ea4f38790001778d53_crime_incongruent,5b84a7ea4f38790001778d53,experiment_3,2,crime,CA,0.8852921330647191,0.8475014296673953
9036,3_5b84a7ea4f38790001778d53_finance_congruent,5b84a7ea4f38790001778d53,experiment_3,1,finance,CA,0.8892302448756577,0.8433479100024085
9060,3_5c018eb6067bbf00019ba43d_crime_congruent,5c018eb6067bbf00019ba43d,experiment_3,1,crime,CA,0.8651600275073517,0.9260778729045427
9084,3_5c018eb6067bbf00019ba43d_finance_incongruent,5c018eb6067bbf00019ba43d,experiment_3,2,finance,CA,0.9163757989992909,0.654452629767456
9108,3_5c06fc4918ac7e00016bf76d_crime_incongruent,5c06fc4918ac7e00016bf76d,experiment_3,2,crime,CA,0.8927887465162205,0.8153627635310009
9132,3_5c06fc4918ac7e00016bf76d_finance_congruent,5c06fc4918ac7e00016bf76d,experiment_3,1,finance,CA,0.91695452014626,0.8867722965855405
9156,3_5c17c149f596b100011ca8b8_crime_congruent,5c17c149f596b100011ca8b8,experiment_3,1,crime,CA,0.9163757989992909,0.8541350085021054
9180,3_5c17c149f596b100011ca8b8_finance_incongruent,5c17c149f596b100011ca8b8,experiment_3,2,finance,CA,0.91695452014626,0.7350935285869913
9204,3_5c6400cbcb937d00012d8866_crime_congruent,5c6400cbcb937d00012d8866,experiment_3,1,crime,CA,0.8921672267965616,0.827226314883728
9228,3_5c6400cbcb937d00012d8866_finance_incongruent,5c6400cbcb937d00012d8866,experiment_3,2,finance,CA,0.913613157441864,0.7190242565254918
9252,3_5c7dd22debc24800018e7ca0_crime_congruent,5c7dd22debc24800018e7ca0,experiment_3,1,crime,CA,0.8845299461620748,0.7386133489130333
9276,3_5c7dd22debc24800018e7ca0_finance_incongruent,5c7dd22debc24800018e7ca0,experiment_3,2,finance,CA,0.9157848078933482,0.7190242565254918
9300,3_5c8bafb53b6f3d00013d7c30_crime_congruent,5c8bafb53b6f3d00013d7c30,experiment_3,1,crime,CA,0.8443002111676954,0.7051160876902057
9324,3_5c8bafb53b6f3d00013d7c30_finance_incongruent,5c8bafb53b6f3d00013d7c30,experiment_3,2,finance,CA,1.0,0.7075511740671991
9348,3_5cf9179b8c98dc0001d5a431_crime_incongruent,5cf9179b8c98dc0001d5a431,experiment_3,2,crime,CA,0.8927887465162205,0.6423591511807046
9372,3_5cf9179b8c98dc0001d5a431_finance_congruent,5cf9179b8c98dc0001d5a431,experiment_3,1,finance,CA,0.8248576389739852,0.8852921330647191
9396,3_5cfddbd3ee0b1500019fa84c_crime_congruent,5cfddbd3ee0b1500019fa84c,experiment_3,1,crime,CA,0.91695452014626,0.8778305556436947
9420,3_5cfddbd3ee0b1500019fa84c_finance_incongruent,5cfddbd3ee0b1500019fa84c,experiment_3,2,finance,CA,0.913613157441864,0.8724846573873324
9444,3_5d1a69d8f97a18001977e0d7_crime_incongruent,5d1a69d8f97a18001977e0d7,experiment_3,2,crime,CA,0.8817375208021835,1.0
9468,3_5d1a69d8f97a18001977e0d7_finance_congruent,5d1a69d8f97a18001977e0d7,experiment_3,1,finance,CA,0.9163757989992909,0.886039423540362
9492,3_5d1c9f75328d1c001af3af0f_crime_congruent,5d1c9f75328d1c001af3af0f,experiment_3,1,crime,CA,0.8398718461949128,0.91695452014626
9516,3_5d1c9f75328d1c001af3af0f_finance_incongruent,5d1c9f75328d1c001af3af0f,experiment_3,2,finance,CA,0.8817375208021835,0.9199359230974564
9540,3_5d470786da637a00014ba26f_crime_congruent,5d470786da637a00014ba26f,experiment_3,1,crime,CA,0.8719631200671041,0.6955612921633185
9564,3_5d470786da637a00014ba26f_finance_incongruent,5d470786da637a00014ba26f,experiment_3,2,finance,CA,0.8347050987731784,0.45177883287177634
9588,3_5d67b6d92b7448000173d95a_crime_congruent,5d67b6d92b7448000173d95a,experiment_3,1,crime,CA,0.886039423540362,0.9163757989992909
9612,3_5d67b6d92b7448000173d95a_finance_incongruent,5d67b6d92b7448000173d95a,experiment_3,2,finance,CA,0.9163757989992909,0.8778305556436947
9636,3_5d70ec2138ac7e00012f817b_crime_incongruent,5d70ec2138ac7e00012f817b,experiment_3,2,crime,CA,0.8356010126946427,0.9260778729045427
9660,3_5d70ec2138ac7e00012f817b_finance_congruent,5d70ec2138ac7e00012f817b,experiment_3,1,finance,CA,0.8483803912842194,0.9260778729045427
9684,3_5dafea4de40355001651fa2f_crime_incongruent,5dafea4de40355001651fa2f,experiment_3,2,crime,CA,1.0,0.8196660730665135
9708,3_5dafea4de40355001651fa2f_finance_congruent,5dafea4de40355001651fa2f,experiment_3,1,finance,CA,0.9098330365332568,0.7614406381931511
9732,3_5dde680c40460edc4a5dc1a2_crime_congruent,5dde680c40460edc4a5dc1a2,experiment_3,1,crime,CA,0.8686935671402775,0.8679323640511565
9756,3_5dde680c40460edc4a5dc1a2_finance_incongruent,5dde680c40460edc4a5dc1a2,experiment_3,2,finance,CA,0.9221501055838477,0.886039423540362
9780,3_5de2b59d8fde1c2eb47f92d8_crime_congruent,5de2b59d8fde1c2eb47f92d8,experiment_3,1,crime,CA,1.0,1.0
9804,3_5de2b59d8fde1c2eb47f92d8_finance_incongruent,5de2b59d8fde1c2eb47f92d8,experiment_3,2,finance,CA,0.91695452014626,0.8438262381113939
9828,3_5e1b65eeb287dc38d94b694e_crime_incongruent,5e1b65eeb287dc38d94b694e,experiment_3,2,crime,CA,1.0,0.9188892894346188
9852,3_5e1b65eeb287dc38d94b694e_finance_congruent,5e1b65eeb287dc38d94b694e,experiment_3,1,finance,CA,1.0,0.798380540363622
9876,3_5e31e6491faa251bf58151ce_crime_congruent,5e31e6491faa251bf58151ce,experiment_3,1,crime,CA,0.8199099324437007,0.8960249510179927
9900,3_5e31e6491faa251bf58151ce_finance_incongruent,5e31e6491faa251bf58151ce,experiment_3,2,finance,CA,0.9142507074287456,0.913613157441864
9924,3_5e3b5fa9255e7a37bc841135_crime_congruent,5e3b5fa9255e7a37bc841135,experiment_3,1,crime,CA,0.9163757989992909,0.9163757989992909
9948,3_5e3b5fa9255e7a37bc841135_finance_incongruent,5e3b5fa9255e7a37bc841135,experiment_3,2,finance,CA,0.919417703597462,0.8198125074608882
9972,3_5e7d3b58d638273c7f823c7b_crime_incongruent,5e7d3b58d638273c7f823c7b,experiment_3,2,crime,CA,0.8634952734420129,0.8483803912842194
9996,3_5e7d3b58d638273c7f823c7b_finance_congruent,5e7d3b58d638273c7f823c7b,experiment_3,1,finance,CA,0.889903623487364,0.919417703597462
10020,3_5e822d17f956a29530ccc2f8_crime_incongruent,5e822d17f956a29530ccc2f8,experiment_3,2,crime,CA,0.8892302448756577,0.8521557458090854
10044,3_5e822d17f956a29530ccc2f8_finance_congruent,5e822d17f956a29530ccc2f8,experiment_3,1,finance,CA,0.886039423540362,0.886039423540362
10068,3_5e9fdd5effe6a51855448d1b_crime_congruent,5e9fdd5effe6a51855448d1b,experiment_3,1,crime,CA,0.8492443277111181,0.8259223440443022
10092,3_5e9fdd5effe6a51855448d1b_finance_incongruent,5e9fdd5effe6a51855448d1b,experiment_3,2,finance,CA,0.8686935671402775,0.6532744900717966
10116,3_5ec3b9e83f187802a6aa041e_crime_congruent,5ec3b9e83f187802a6aa041e,experiment_3,1,crime,CA,0.919417703597462,0.8817375208021835
10140,3_5ec3b9e83f187802a6aa041e_finance_incongruent,5ec3b9e83f187802a6aa041e,experiment_3,2,finance,CA,0.91695452014626,0.7883963152424205
10164,3_5eea0a01da0cfc0a744df4d9_crime_congruent,5eea0a01da0cfc0a744df4d9,experiment_3,1,crime,CA,0.8927887465162205,0.8927887465162205
10188,3_5eea0a01da0cfc0a744df4d9_finance_incongruent,5eea0a01da0cfc0a744df4d9,experiment_3,2,finance,CA,1.0,0.772570586926329
10212,3_5ef601b056fe3607b3410b33_crime_congruent,5ef601b056fe3607b3410b33,experiment_3,1,crime,CA,0.8198125074608882,0.8954583253021366
10236,3_5ef601b056fe3607b3410b33_finance_incongruent,5ef601b056fe3607b3410b33,experiment_3,2,finance,CA,0.91695452014626,0.8867722965855405
10260,3_5eff4206a352be49f1aef4cc_crime_congruent,5eff4206a352be49f1aef4cc,experiment_3,1,crime,CA,0.8686935671402775,0.8024540806700821
10284,3_5eff4206a352be49f1aef4cc_finance_incongruent,5eff4206a352be49f1aef4cc,experiment_3,2,finance,CA,0.9129611720221511,0.8198125074608882
10308,3_5f0559d1bc410b85707c58a3_crime_congruent,5f0559d1bc410b85707c58a3,experiment_3,1,crime,CA,0.91695452014626,1.0
10332,3_5f0559d1bc410b85707c58a3_finance_incongruent,5f0559d1bc410b85707c58a3,experiment_3,2,finance,CA,1.0,1.0
10356,3_5f120176fbc66510873bcbf8_crime_congruent,5f120176fbc66510873bcbf8,experiment_3,1,crime,CA,0.81004612605476,0.7219360008399758
10380,3_5f120176fbc66510873bcbf8_finance_incongruent,5f120176fbc66510873bcbf8,experiment_3,2,finance,CA,0.8825559560970593,0.8825559560970593
10404,3_5f1b2fe23bcef80c38d2a362_crime_incongruent,5f1b2fe23bcef80c38d2a362,experiment_3,2,crime,CA,0.8521557458090854,0.7063898902426482
10428,3_5f1b2fe23bcef80c38d2a362_finance_congruent,5f1b2fe23bcef80c38d2a362,experiment_3,1,finance,CA,0.8604273684402294,0.8604273684402294
