,utid,participant,experiment,difficulty,scenario,actions,accuracy,judgement_accuracy
8679,3_56cb8858edf8da000b6df354_crime_congruent,56cb8858edf8da000b6df354,experiment_3,1,crime,CA,0.886039423540362,0.91695452014626
8703,3_56cb8858edf8da000b6df354_finance_incongruent,56cb8858edf8da000b6df354,experiment_3,2,finance,CA,0.9142507074287456,0.8735088935932649
8727,3_571de12713b1b70012be47f6_crime_incongruent,571de12713b1b70012be47f6,experiment_3,2,crime,CA,0.8867722965855405,1.0
8751,3_571de12713b1b70012be47f6_finance_congruent,571de12713b1b70012be47f6,experiment_3,1,finance,CA,1.0,0.9221501055838477
8775,3_572f526c3c27e7000e0b8aaa_crime_congruent,572f526c3c27e7000e0b8aaa,experiment_3,1,crime,CA,0.9129611720221511,0.9129611720221511
8799,3_572f526c3c27e7000e0b8aaa_finance_incongruent,572f526c3c27e7000e0b8aaa,experiment_3,2,finance,CA,0.9163757989992909,0.6518446880886043
8823,3_5831960ab232860001b110dc_crime_incongruent,5831960ab232860001b110dc,experiment_3,2,crime,CA,0.91695452014626,0.5868030647293314
8847,3_5831960ab232860001b110dc_finance_congruent,5831960ab232860001b110dc,experiment_3,1,finance,CA,0.9105572809000084,0.9105572809000084
8871,3_594abd98215cbd000146debc_crime_incongruent,594abd98215cbd000146debc,experiment_3,2,crime,CA,1.0,0.615889360201312
8895,3_594abd98215cbd000146debc_finance_congruent,594abd98215cbd000146debc,experiment_3,1,finance,CA,0.913613157441864,0.8069531643736639
8919,3_5acc65f668b65b00018db322_crime_incongruent,5acc65f668b65b00018db322,experiment_3,2,crime,CA,0.889903623487364,0.850373599583855
8943,3_5acc65f668b65b00018db322_finance_congruent,5acc65f668b65b00018db322,experiment_3,1,finance,CA,0.889903623487364,0.9246221638555591
8967,3_5b339152afe1d00001c6c509_crime_incongruent,5b339152afe1d00001c6c509,experiment_3,2,crime,CA,1.0,0.9157848078933482
8991,3_5b339152afe1d00001c6c509_finance_congruent,5b339152afe1d00001c6c509,experiment_3,1,finance,CA,0.8561610095543848,0.827226314883728
9015,3_5b84a7ea4f38790001778d53_crime_incongruent,5b84a7ea4f38790001778d53,experiment_3,2,crime,CA,0.8852921330647191,0.8475014296673953
9039,3_5b84a7ea4f38790001778d53_finance_congruent,5b84a7ea4f38790001778d53,experiment_3,1,finance,CA,0.8643353105061596,0.8643353105061596
9063,3_5c018eb6067bbf00019ba43d_crime_congruent,5c018eb6067bbf00019ba43d,experiment_3,1,crime,CA,0.8651600275073517,0.8719631200671041
9087,3_5c018eb6067bbf00019ba43d_finance_incongruent,5c018eb6067bbf00019ba43d,experiment_3,2,finance,CA,0.9163757989992909,0.654452629767456
9111,3_5c06fc4918ac7e00016bf76d_crime_incongruent,5c06fc4918ac7e00016bf76d,experiment_3,2,crime,CA,0.8927887465162205,0.8153627635310009
9135,3_5c06fc4918ac7e00016bf76d_finance_congruent,5c06fc4918ac7e00016bf76d,experiment_3,1,finance,CA,0.83390904029252,0.8209712814901418
9159,3_5c17c149f596b100011ca8b8_crime_congruent,5c17c149f596b100011ca8b8,experiment_3,1,crime,CA,0.9163757989992909,0.8541350085021054
